Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Organization),Founded Date,Founded Date Precision,Website,Contact Email,Number of Articles,Number of Employees,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Last Funding Type,IPO Date,IPO Status,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,IPqwery - Patents Granted
DeepChain,https://www.crunchbase.com/organization/deepchain,Blockchain,"Beijing, Beijing, China",DeepChain is a blockchain news media company.,"54,601",2017-01-01,year,,,,,2019-01-16,1480000,USD,1480000,1480000,USD,1480000,Seed,,Private,,,,,,
Bpay.io,https://www.crunchbase.com/organization/bpay-io,"Bitcoin, Cryptocurrency, FinTech, Software","Edinburgh, Edinburgh, City of, United Kingdom",Bpay.io is a payment processing company for cryptocurrency and blockchain payments.,"54,953",2017-06-06,day,http://bpay.io,hi@bpay.io,,11-50,2017-10-29,500000,USD,500000,500000,USD,500000,Seed,,Private,,,,,,
Elevatyr,https://www.crunchbase.com/organization/elevatyr,"Blockchain, Cryptocurrency, FinTech, Mobile Apps","Los Angeles, California, United States",Mobile Cryptocurrency Investment Platform,"55,181",2017-08-15,day,https://www.elevatyr.io/,team@elevatyr.io,,1-10,2017-11-01,125000,USD,125000,125000,USD,125000,Pre-Seed,,Private,,,,,,
Omniex,https://www.crunchbase.com/organization/omniex,"Blockchain, Cryptocurrency, Finance, Financial Services, Trading Platform","San Francisco, California, United States","Omniex develops software infrastructure that integrates front, middle, and back-office services to simplify access and remove fragmentation.","55,328",2017-01-01,year,https://omniex.io/,hello@omniex.io,,11-50,2017-10-26,5000000,USD,5000000,5000000,USD,5000000,Seed,,Private,,,,,,
TravelCash Inc,https://www.crunchbase.com/organization/travelcash-inc,"Cryptocurrency, Financial Exchanges, Mobile Payments","Columbus, Ohio, United States",Mobile cryptocurrency payment network for the travel ecosystem,"55,394",2017-12-26,day,http://www.travelcashinc.com,info@travelcashinc.com,,1-10,2018-07-02,,,,1050000,USD,1050000,Series A,,Private,,,,,,
Medvice,https://www.crunchbase.com/organization/medvice,"Blockchain, Health Care, Health Diagnostics, Intelligent Systems, Machine Learning, Personalization","Zug, Zug, Switzerland",Digital Professional Medical Counseling Powered by a Global Neural Network,"55,508",2017-07-01,day,http://www.medvice.io,ziyaad@medvice.eu,,1-10,2018-01-02,50000,EUR,60307,50000,EUR,60307,Seed,,Private,,,,,,
Badrap,https://www.crunchbase.com/organization/badrap,"Cyber Security, Information Technology, Security","Oulu, Oulu, Finland",Security information for all.,"55,712",2017-07-11,day,https://badrap.io,contact@badrap.io,,1-10,2018-01-22,244000,EUR,299054,244000,EUR,299054,Seed,,Private,,,,,,
LOKI,https://www.crunchbase.com/organization/loki,"Information Technology, Local, Network Security, Security","Izmir, Izmir, Turkey","network, simplified.","55,851",2017-05-01,month,http://www.getloki.com,hello@getloki.com,,1-10,2017-06-06,100000,USD,100000,131500,USD,131500,Seed,,Private,,,,,,
CryptoPets,https://www.crunchbase.com/organization/cryptopets,"Blockchain, Cryptocurrency, Gaming, Online Games, Video Games","Washington, District of Columbia, United States",A next-gen video game built on the Ethereum blockchain,"56,119",2017-12-03,day,https://www.cryptopets.co,blake@cryptopets.co,,1-10,2018-01-01,210000,USD,210000,210000,USD,210000,Seed,,Private,,,,,,0
TrustaBit,https://www.crunchbase.com/organization/trustabit,"Blockchain, Travel","Aliso Viejo, California, United States",Flight disruption management solution to automate the notification and compensation process in the airline industry.,"56,125",2017-06-01,month,https://trustabit.io/,saritta@trustabit.io,2,1-10,2019-01-24,,,,16581,USD,16581,Seed,,Private,,,,,,
WalletCurve,https://www.crunchbase.com/organization/walletcurve,"Cryptocurrency, Finance, Internet","Singapore, Central Region, Singapore",WalletCurve is the ideal saving solution for both long-term and short-term savers.,"56,169",2017-10-01,month,https://walletcurve.com/,support@walletcurve.com,,1-10,2018-01-23,3600000,USD,3600000,3600000,USD,3600000,Angel,,Private,,,,,,
Jeench,https://www.crunchbase.com/organization/jeench,"Augmented Reality, Blockchain, Content Delivery Network, Cryptocurrency, Delivery Service, E-Commerce, E-Commerce Platforms, Human Resources, Local Business, Local Shopping, Marketplace, Mobile Apps, Same Day Delivery","Palo Alto, California, United States",Jeench is an e-commerce marketplace connecting local merchants with local couriers and local buyers by offering goods and services.,"56,199",2017-01-01,year,https://jeench.com,tim@jeench.com,,11-50,2017-01-31,200000,USD,200000,200000,USD,200000,Angel,,Private,,,,,,
GigTricks,https://www.crunchbase.com/organization/gigtricks-com,"Blockchain, Freelance, Internet, Marketplace","Gibraltar, Gibraltar, Gibraltar",GigTricks.com is an online blockchain based hybrid marketplace for Entrepreneurs and Freelancers,"56,200",2017-02-15,day,https://www.gigtricks.io,info@gigtricks.com,2,11-50,2016-09-03,300000,USD,300000,300000,USD,300000,Seed,,Private,,,,,,
CoinTracker,https://www.crunchbase.com/organization/cointracker,"Accounting, Apps, Bitcoin, Blockchain, Cryptocurrency, Ethereum, Financial Services, FinTech","San Francisco, California, United States",CoinTracker is a portfolio and tax manager for cryptocurrency.,"56,329",2017-08-22,day,https://cointracker.io,feedback@cointracker.io,1,1-10,2018-04-10,1500000,USD,1500000,1620000,USD,1620000,Seed,,Private,,,,,,
adbonitas,https://www.crunchbase.com/organization/adbonitas,"Cyber Security, SaaS, Software","Cologne, Nordrhein-Westfalen, Germany",Adbonitas is an internet security company that aims to make digital a safer space for brands.,"56,418",2017-07-10,day,http://www.adbonitas.com,team@adbonitas.com,,1-10,2017-09-15,500000,EUR,597250,500000,EUR,597250,Seed,,Private,,,,,,
Lieluobo,https://www.crunchbase.com/organization/lieluobo,"Artificial Intelligence, Recruiting, Security","Shanghai, Shanghai, China",Lieluobo is a Shanghai-based headhunting and recruitment platform.,"56,646",2017-01-01,year,https://www.lieluobo.com/,higgs@lieluobo.com,,,2017-11-30,15000000,USD,15000000,15000000,USD,15000000,Angel,,Private,,,,,,
iconicchain,https://www.crunchbase.com/organization/iconicchain,"Blockchain, Compliance, FinTech","Helsinki, Southern Finland, Finland","We turn regulatory compliance into an automated, real time process by using private, high speed, secure distributed ledgers ","56,747",2017-12-01,month,http://www.iconicchain.com,contact-us@iconicchain.com,,1-10,2018-01-31,65000,USD,65000,65000,USD,65000,Seed,,Private,,,,,,
Amino Payments,https://www.crunchbase.com/organization/amino-2,"Blockchain, Financial Services, Payments","Philadelphia, Pennsylvania, United States","Amino is a payments company bringing transparency to online advertising by eliminating fraud, waste, and abuse.","56,938",2017-02-01,month,https://www.aminopay.com/,info@aminopayments.com,7,11-50,2018-02-21,4500000,USD,4500000,6350000,USD,6350000,Seed,,Private,,,,,,0
Chatex,https://www.crunchbase.com/organization/chatex,"Blockchain, Cryptocurrency, Internet, Mobile","Tallin, Harjumaa, Estonia",Chatex is the simplest wallet in the messenger.,"57,054",2017-02-01,day,https://chatex.com/?utm_source=crunchbase,info@chatex.com,1,11-50,2017-05-03,400000,USD,400000,400000,USD,400000,Pre-Seed,,Private,,,,,,
PlasmaBank,https://www.crunchbase.com/organization/plasma-bank,"Cryptocurrency, Finance, Financial Services, FinTech, Payments, Trading Platform","Central, Hong Kong Island, Hong Kong","PlasmaBank - is a open API platform for p2p financial services, blockchain protocols and business smart contracts.","57,293",2017-09-05,day,,hi@plasmabank.com,,11-50,2017-11-10,650000,USD,650000,650000,USD,650000,Seed,,Private,,,,,,
Node Capital,https://www.crunchbase.com/organization/node-capital-a4d2,"Big Data, Blockchain, Cryptocurrency, Data Mining, Predictive Analytics","New York, New York, United States",Node Capital is a technology development and data science company which provides data science solutions.,"57,319",2017-06-20,day,http://www.nodecapital.io,contact@nodecapital.io,,1-10,2018-02-01,150000,USD,150000,300000,USD,300000,Seed,,Private,,,,,,
TigerEx - Smart ETFs for Cryptocurrencies,https://www.crunchbase.com/organization/tigerex-smart-etfs-for-cryptocurrencies,"Cryptocurrency, Financial Exchanges, Software","Sunnyvale, California, United States",TigerEx is a technology platform for creating and offering cryptocurrency ETF's.,"57,405",2017-05-17,day,https://www.tigerexx.com/,,4,1-10,2017-05-22,120000,USD,120000,120000,USD,120000,Seed,,Private,,,,,,
Ninjapromo,https://www.crunchbase.com/organization/ninjapromo,"Advertising, Blockchain, Content Creators, Content Marketing, Digital Marketing, Marketing, Social Media, Social Media Marketing","Minsk, Minsk, Belarus","Influencer marketing using CPA/CPI prediction, Content marketing, Media relations and Community management","57,491",2017-01-05,day,https://ninjapromo.io,info@ninjapromo.io,,11-50,2019-03-04,400000,USD,400000,1100000,USD,1100000,Seed,,Private,,,,,,
UbaPesa,https://www.crunchbase.com/organization/ubapesa,"Bitcoin, Blockchain, Cryptocurrency, Financial Services, Lending, Mobile Apps, Peer to Peer","Nairobi, Nairobi Area, Kenya",UbaPesa is the best peer to peer lending app in Kenya which allows you to lend and borrow money in real time,"57,935",2017-09-14,day,https://ubapesa.com/,info@ubapesa.com,,11-50,2018-07-06,500000,USD,500000,500000,USD,500000,Seed,,Private,,,,,,
FutureOrion,https://www.crunchbase.com/organization/futureorion,"Blockchain, Information Technology, Internet, Marketing, Productivity Tools, Software, Web Apps, Web Development","Bengaluru, Karnataka, India","FutureOrion is an online solutions provider, composed of creative & an experienced team delivering services & products of unmatched stature.","57,962",2017-04-10,day,http://futureorion.com,info@futureorion.com,,11-50,2019-05-09,100000,INR,1424,100000,INR,1424,Pre-Seed,,Private,,,,,,
SPIRIT Blockchain Capital,https://www.crunchbase.com/organization/spirit-blockchain,"Blockchain, Finance, FinTech, Venture Capital","Vancouver, Alberta, Canada","SPIRIT Blockchain - The Value Investment Company in the Blockchain, Artificial Intelligence and Digital Asset Global Ecosystem","58,742",2017-11-21,day,http://spiritblockchain.com,info@spiritblockchain.com,,1-10,2018-08-09,,,,600000,CAD,469711,Series A,,Private,,,,,,
Templarbit,https://www.crunchbase.com/organization/templarbit,"Apps, Cyber Security, Information Technology","San Francisco, California, United States",Templarbit protects applications from malicious activity.,"59,257",2017-01-01,year,https://www.templarbit.com,,2,,2018-02-21,3000000,USD,3000000,3000000,USD,3000000,Seed,,Private,,,,,,
MCFit,https://www.crunchbase.com/organization/mcfit,"Blockchain, Cryptocurrency, Fitness, MMO Games, Online Games","San Francisco, California, United States",Minecraft + Fitness + Cryptocurrency,"59,750",2017-07-01,month,http://www.minecraft-fitness.com,hello@minecraft-fitness.com,,11-50,2017-08-31,100000,USD,100000,100000,USD,100000,Seed,,Private,,,,,,
ASPIRE,https://www.crunchbase.com/organization/aspire-js-ltd,"Blockchain, Human Resources, Recruiting","London, England, United Kingdom","Inventing non-bias recruitment via #blockchain, globally. Changing the world of recruitment forever.","60,041",2017-04-28,day,https://aspireapp.co/,hello@aspireapp.co,,1-10,2017-05-01,90000,GBP,116077,90000,GBP,116077,Angel,,Private,,,,,,
Awen Collective Ltd,https://www.crunchbase.com/organization/awen-collective-ltd,"Cyber Security, Data Visualization, Industrial, Risk Management","Cardiff, Cardiff, United Kingdom",Software company reducing the costs of cyber-threats to critical national infrastructure & advanced manufacturing.,"60,178",2017-09-25,day,https://www.awencollective.com/,hello@awencollective.com,11,1-10,2019-05-28,,,,,,,Seed,,Private,,,,,,
Moeco,https://www.crunchbase.com/organization/moeco,"Blockchain, InsurTech, Internet of Things, Smart Cities, Supply Chain Management","San Francisco, California, United States",Moeco is a blockchain-powered platform for global IoT connectivity.,"60,282",2017-01-01,year,https://moeco.io,hello@moeco.io,3,11-50,2017-11-21,5000000,USD,5000000,5000000,USD,5000000,Seed,,Private,,,,,,
ICreativeStore,https://www.crunchbase.com/organization/icreativestore,Blockchain,"Beijing, Beijing, China",ICreativeStore is a blockchain digital commodity protection trading platform.,"60,495",2017-07-05,day,https://icreativestore.com/,,,,2019-02-21,30000000,CNY,4464259,30000000,CNY,4464259,Series A,,Private,,,,,,
Ultra Auth,https://www.crunchbase.com/organization/deauthorized,"Biometrics, Cyber Security, Identity Management, Information Technology, SaaS, Software","Austin, Texas, United States",Ultra Auth is a FIDO UAF product that helps prevent account takeover with private and encrypted biometric authentication.,"60,581",2017-08-01,month,https://www.ultraauth.com/,,,1-10,2017-10-04,40000,USD,40000,40000,USD,40000,Pre-Seed,,Private,,,,,,
Risepu,https://www.crunchbase.com/organization/risepu,Blockchain,"Beijing, Beijing, China",Risepu is a personal workplace integrity platform.,"60,999",2017-01-01,year,http://www.risepu.com/,service@risepu.com,,,2019-04-12,4500000,CNY,671221,4500000,CNY,671221,Angel,,Private,,,,,,
Aiculus,https://www.crunchbase.com/organization/aiculus,"Big Data, CRM, Information Technology, Machine Learning, Security","Melbourne, Victoria, Australia",AiCULUS is a global technology company that specialises in API security and Risk Management products.,"61,799",2017-10-09,day,https://aiculus.co,contact@aiculus.co,,1-10,2017-12-16,50000,AUD,38234,50000,AUD,38234,Seed,,Private,,,,,,
KOINKOIN,https://www.crunchbase.com/organization/koinkoin,"Cryptocurrency, FinTech","London, England, United Kingdom",Peer to Peer Cryptocurrency Exchange (Creating a borderless Africa),"61,926",2017-01-01,year,https://koinkoin.com,ola.atose@koinkoin.com,,1-10,2018-02-01,100000,USD,100000,100000,USD,100000,Seed,,Private,,,,,,
Chia Network,https://www.crunchbase.com/organization/chia-network,"Bitcoin, Cryptocurrency, Finance","San Francisco, California, United States",Chia Network is building a blockchain based on proofs of space and time.,"62,093",2017-08-15,day,https://chia.net/,hello@chia.net,1,1-10,2018-03-28,3395000,USD,3395000,3395000,USD,3395000,Seed,,Private,,,,,,0
Earnly,https://www.crunchbase.com/organization/earnly,"Advertising, Blockchain, Financial Services, Gift Card, Internet, Loyalty Programs, Market Research, Marketing, Social Media Marketing, Virtual Currency","Las Vegas, Nevada, United States","Earn free cash 💵 rewards to try new apps, watch videos, complete surveys, everyday shopping, booking hotels & more | Built On Blockchain","62,118",2017-09-14,day,https://earnly.cash,investors@earnly.cash,,1-10,2018-04-11,5000,USD,5000,5000,USD,5000,Pre-Seed,,Private,,,,,,
Stem,https://www.crunchbase.com/organization/stem-b063,"Blockchain, Financial Services, Security","Amsterdam, Noord-Holland, The Netherlands",Security Token Issuing Platform,"62,363",2017-09-01,day,https://www.stemapp.io/,contact@stemapp.io,,1-10,2017-12-01,200000,EUR,237859,250000,EUR,297168,Pre-Seed,,Private,,,,,,
inCyber Compliance,https://www.crunchbase.com/organization/incyber-compliance,"Cloud Security, Compliance, Cyber Security, GovTech, Privacy, Risk Management, Security","Chicago, Illinois, United States",Cybersecurity Compliance. Simplified. Automated. SaaS. RegTech,"63,035",2017-01-01,day,https://incybercompliance.com,info@incybercompliance.com,,1-10,2018-03-15,50000,USD,50000,50000,USD,50000,Pre-Seed,,Private,,,,,,
